Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Rudi Fischer,2,Piero Taruffi,1
Cooper,2,6,Eric Brandon,8,Alan Brown,5
Gordini,3,4,,,Jean Behra,3
Frazer-Nash,4,3,,,Ken Wharton,4
Maserati,5,2,,,Emmanuel de Graffenried,6
