Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Kurtis Kraft,1,9,Sam Hanks,3,Jim Rathmann,2
Lesovsky,2,6,Henry Banks,19,Duane Carter,4
Stevens,3,4,Bobby Ball,32,Bill Schindler,14
Kuzma,4,3,,,Troy Ruttman,1
Watson,5,2,,,Jim Rigsby,12
Sherman,6,1,,,George Fonder,15
Trevis,7,0,,,Eddie Johnson,16
Bromme,8,0,,,Spider Webb,22
Deidt,9,0,,,Tony Bettenhausen,24
Ferrari,10,0,,,Alberto Ascari,31
