Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Jordan,1,9,Damon Hill,5,Heinz-Harald Frentzen,4
Benetton,2,6,Alexander Wurz,10,Giancarlo Fisichella,7
Williams,3,4,Alex Zanardi,11,Ralf Schumacher,3
Stewart,4,3,Johnny Herbert,12,Rubens Barrichello,8
Prost,5,2,Olivier Panis,13,Jarno Trulli,9
Sauber,6,1,Jean Alesi,14,Pedro Diniz,6
McLaren,7,0,,,David Coulthard,1
Ferrari,8,0,,,Eddie Irvine,2
Minardi,9,0,,,Marc Gené,15
Arrows,10,0,,,Toranosuke Takagi,16
