date,year,round,grandPrixId,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1972-05-01,1972,3,spain,7,88,26,1500.0,1507.183992,7.183992,0.76,0.460667,24.0
1972-05-14,1972,4,monaco,9,77,25,1507.183992,1512.032047,4.848055,0.666667,0.464664,24.0
1972-06-04,1972,5,belgium,DNF,28,26,1512.032047,1504.244169,-7.787878,0.16,0.484495,24.0
1972-07-02,1972,6,france,8,38,29,1504.244169,1510.846011,6.601842,0.75,0.474923,24.0
1972-07-15,1972,7,great-britain,12,69,27,1510.846011,1513.136246,2.290235,0.576923,0.481497,24.0
1972-07-30,1972,8,germany,7,14,27,1513.136246,1520.115623,6.979377,0.769231,0.478423,24.0
1972-08-13,1972,9,austria,DNF,31,26,1520.115623,1515.179729,-4.935895,0.28,0.485662,24.0
1972-09-10,1972,10,italy,DNF,20,27,1515.179729,1511.961438,-3.21829,0.346154,0.480249,24.0
1972-09-24,1972,11,canada,DNF,5,25,1511.961438,1504.633905,-7.327533,0.166667,0.471981,24.0
1972-10-08,1972,12,united-states,DNF,43,32,1504.633905,1499.518077,-5.115828,0.258065,0.471224,24.0
1973-01-28,1973,1,argentina,6,95,19,1499.518077,1506.29997,6.781893,0.722222,0.439643,24.0
1973-02-11,1973,2,brazil,DNF,5,20,1506.29997,1497.957251,-8.342719,0.105263,0.452876,24.0
1973-03-03,1973,3,south-africa,DNF,52,25,1497.957251,1494.951844,-3.005407,0.333333,0.458559,24.0
1973-04-29,1973,4,spain,10,69,22,1494.951844,1497.989479,3.037634,0.571429,0.44486,24.0
1973-05-20,1973,5,belgium,DNF,46,23,1497.989479,1497.103589,-0.88589,0.409091,0.446003,24.0
1973-06-03,1973,6,monaco,11,71,26,1497.103589,1500.722418,3.618829,0.6,0.449215,24.0
1973-06-17,1973,7,sweden,DNF,0,22,1500.722418,1492.270184,-8.452234,0.095238,0.447414,24.0
1973-07-01,1973,8,france,16,50,25,1492.270184,1490.642103,-1.628081,0.375,0.442837,24.0
1973-07-14,1973,9,great-britain,DNF,44,29,1490.642103,1492.919253,2.27715,0.535714,0.440833,24.0
1973-07-29,1973,10,netherlands,DNF,27,24,1492.919253,1490.776563,-2.14269,0.347826,0.437105,24.0
1973-08-05,1973,11,germany,5,14,23,1490.776563,1500.03328,9.256717,0.818182,0.432485,24.0
1973-08-19,1973,12,austria,DNF,31,25,1500.03328,1499.293544,-0.739736,0.416667,0.447489,24.0
1973-09-09,1973,13,italy,DNF,6,25,1499.293544,1490.625016,-8.668527,0.083333,0.444522,24.0
1973-09-23,1973,14,canada,11,77,26,1490.625016,1494.420567,3.795551,0.6,0.441852,24.0
1973-10-07,1973,15,united-states,NC,52,28,1494.420567,1493.626061,-0.794507,0.407407,0.440512,24.0
1975-01-12,1975,1,argentina,DNF,12,23,1493.626061,1485.39778,-8.228281,0.090909,0.433754,24.0
1975-01-26,1975,2,brazil,13,39,23,1485.39778,1486.177278,0.779499,0.454545,0.422066,24.0
1975-03-01,1975,3,south-africa,DNQ,,28,1486.177278,1476.159398,-10.01788,0.018519,0.43593,24.0
1975-04-27,1975,4,spain,DNF,1,26,1476.159398,1468.993429,-7.165969,0.12,0.418582,24.0
1975-05-11,1975,5,monaco,DNQ,,26,1468.993429,1462.626971,-6.366458,0.14,0.405269,24.0
1975-05-25,1975,6,belgium,12,67,24,1462.626971,1465.671936,3.044965,0.521739,0.394866,24.0
1975-06-08,1975,7,sweden,17,74,26,1465.671936,1464.641463,-1.030472,0.36,0.402936,24.0
1975-06-22,1975,8,netherlands,11,71,25,1464.641463,1469.082258,4.440795,0.583333,0.3983,24.0
1975-07-06,1975,9,france,DNF,14,26,1469.082258,1464.099881,-4.982378,0.2,0.407599,24.0
1975-07-19,1975,10,great-britain,19,50,28,1464.099881,1462.322514,-1.777367,0.333333,0.40739,24.0
1975-08-03,1975,11,germany,DNF,4,26,1462.322514,1461.376052,-0.946462,0.36,0.399436,24.0
1975-08-17,1975,12,austria,DNS,,30,1461.376052,1452.519869,-8.856183,0.034483,0.40349,24.0
1975-10-05,1975,14,united-states,10,55,24,1452.519869,1457.979262,5.459393,0.608696,0.381221,24.0
