date,year,round,grandPrixId,careerRaceNumber,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1968-09-08,1968,9,italy,170,ferrari,Ferrari,DNF,4,24,1000.0,989.054549,-10.945451,0.217391,0.4363,50.0
1968-10-06,1968,11,united-states,172,ferrari,Ferrari,DNF,14,21,989.054549,973.419653,-15.634896,0.1,0.412698,50.0
1969-07-19,1969,6,great-britain,179,mclaren,McLaren,DNF,5,17,973.419653,958.183517,-15.236136,0.0625,0.367223,50.0
1970-06-07,1970,4,belgium,188,brabham,Brabham,DNF,1,18,958.183517,942.853554,-15.329963,0.058824,0.365423,50.0
1970-10-04,1970,12,united-states,196,surtees,Surtees,6,107,27,942.853554,965.327753,22.474199,0.807692,0.358208,50.0
1971-07-17,1971,6,great-britain,203,surtees,Surtees,DNF,23,24,965.327753,954.788922,-10.538831,0.173913,0.38469,50.0
1972-07-02,1972,6,france,214,tecno,Tecno,DNS,,29,954.788922,937.929401,-16.859521,0.053571,0.390762,50.0
1972-07-30,1972,8,germany,216,tecno,Tecno,DNF,4,27,937.929401,923.977384,-13.952017,0.076923,0.355963,50.0
1972-09-10,1972,10,italy,218,tecno,Tecno,DNQ,,27,923.977384,908.1478,-15.829584,0.019231,0.335822,50.0
1972-09-24,1972,11,canada,219,tecno,Tecno,DNS,,25,908.1478,892.527281,-15.620519,0.0,0.31241,50.0
1972-10-08,1972,12,united-states,220,tecno,Tecno,DNF,8,32,892.527281,878.946171,-13.58111,0.032258,0.30388,50.0
1974-07-20,1974,10,great-britain,245,surtees,Surtees,DNQ,,35,878.946171,870.624277,-8.321894,0.132353,0.298791,50.0
1974-08-04,1974,11,germany,246,surtees,Surtees,11,14,32,870.624277,890.6957,20.071423,0.677419,0.275991,50.0
1974-08-18,1974,12,austria,247,surtees,Surtees,DNQ,,31,890.6957,880.153474,-10.542226,0.083333,0.294178,50.0
1974-09-08,1974,13,italy,248,surtees,Surtees,DNQ,,31,880.153474,870.213333,-9.940141,0.083333,0.282136,50.0
1974-09-22,1974,14,canada,249,surtees,Surtees,DNQ,,30,870.213333,859.527945,-10.685388,0.051724,0.265432,50.0
