date,year,round,grandPrixId,careerRaceNumber,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1959-05-30,1959,2,indianapolis,77,kurtis-kraft,Kurtis Kraft,16,200,33,1000.0,1001.81777,1.81777,0.53125,0.494895,50.0
1960-05-30,1960,3,indianapolis,87,epperly,Epperly,29,60,33,1001.81777,983.287367,-18.530403,0.125,0.495608,50.0
