date,year,round,grandPrixId,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1967-08-06,1967,7,germany,lola,Lola,DNS,,26,1000.0,978.54359,-21.45641,0.0,0.429128,50.0
1968-01-01,1968,1,south-africa,cooper,Cooper,DNF,4,23,978.54359,963.69319,-14.8504,0.090909,0.387917,50.0
1968-05-12,1968,2,spain,cooper,Cooper,3,89,14,963.69319,988.60592,24.91273,0.846154,0.347899,50.0
1968-06-09,1968,4,belgium,cooper,Cooper,DNF,6,18,988.60592,980.47524,-8.13068,0.235294,0.397908,50.0
1970-07-18,1970,7,great-britain,de-tomaso,De Tomaso,DNS,,25,980.47524,962.230575,-18.244665,0.041667,0.40656,50.0
1970-08-02,1970,8,germany,de-tomaso,De Tomaso,DNQ,,25,962.230575,946.093728,-16.136847,0.0625,0.385237,50.0
1971-03-06,1971,1,south-africa,surtees,Surtees,7,78,25,946.093728,965.119068,19.02534,0.75,0.369493,50.0
1972-05-14,1972,4,monaco,mclaren,McLaren,5,77,25,965.119068,987.643993,22.524926,0.833333,0.382835,50.0
1972-07-02,1972,6,france,mclaren,McLaren,9,38,29,987.643993,1001.521728,13.877735,0.714286,0.436731,50.0
1972-07-30,1972,8,germany,mclaren,McLaren,5,14,27,1001.521728,1021.658864,20.137135,0.846154,0.443411,50.0
1972-10-08,1972,12,united-states,brm,BRM,DNF,34,32,1021.658864,1007.425097,-14.233766,0.193548,0.478224,50.0
1973-10-07,1973,15,united-states,shadow,Shadow,DSQ,5,28,1007.425097,991.264015,-16.161082,0.111111,0.434333,50.0
1974-04-28,1974,4,spain,shadow,Shadow,7,81,28,991.264015,1008.33681,17.072795,0.777778,0.436322,50.0
1974-05-12,1974,5,belgium,shadow,Shadow,18,80,32,1008.33681,1007.584273,-0.752538,0.451613,0.466664,50.0
1974-05-26,1974,6,monaco,shadow,Shadow,DNF,0,28,1007.584273,994.028248,-13.556025,0.185185,0.456306,50.0
