date,year,round,grandPrixId,careerRaceNumber,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
2012-03-18,2012,1,australia,859,toro-rosso,Toro Rosso,11,58,24,1000.0,1009.165761,9.165761,0.565217,0.381902,50.0
2012-03-25,2012,2,malaysia,860,toro-rosso,Toro Rosso,8,56,24,1009.165761,1024.25918,15.093419,0.695652,0.393784,50.0
2012-04-15,2012,3,china,861,toro-rosso,Toro Rosso,16,56,24,1024.25918,1021.059302,-3.199878,0.347826,0.411824,50.0
2012-04-22,2012,4,bahrain,862,toro-rosso,Toro Rosso,14,57,24,1021.059302,1022.394186,1.334884,0.434783,0.408085,50.0
2012-05-13,2012,5,spain,863,toro-rosso,Toro Rosso,12,65,24,1022.394186,1027.999486,5.6053,0.521739,0.409633,50.0
2012-05-27,2012,6,monaco,864,toro-rosso,Toro Rosso,12,77,24,1027.999486,1033.279524,5.280038,0.521739,0.416138,50.0
2012-06-10,2012,7,canada,865,toro-rosso,Toro Rosso,15,69,24,1033.279524,1031.675201,-1.604323,0.391304,0.423391,50.0
2012-06-24,2012,8,europe,866,toro-rosso,Toro Rosso,DNF,26,24,1031.675201,1012.792583,-18.882617,0.043478,0.421131,50.0
2012-07-08,2012,9,great-britain,867,toro-rosso,Toro Rosso,14,52,24,1012.792583,1014.705536,1.912952,0.434783,0.396524,50.0
2012-07-22,2012,10,germany,868,toro-rosso,Toro Rosso,14,67,24,1014.705536,1016.480935,1.775399,0.434783,0.399275,50.0
2012-07-29,2012,11,hungary,869,toro-rosso,Toro Rosso,16,68,24,1016.480935,1013.818873,-2.662062,0.347826,0.401067,50.0
2012-09-02,2012,12,belgium,870,toro-rosso,Toro Rosso,8,44,24,1013.818873,1028.695404,14.876531,0.695652,0.398122,50.0
2012-09-09,2012,13,italy,871,toro-rosso,Toro Rosso,DNF,8,24,1028.695404,1007.585137,-21.110266,0.0,0.422205,50.0
2012-09-23,2012,14,singapore,872,toro-rosso,Toro Rosso,DNF,38,24,1007.585137,995.809131,-11.776006,0.152174,0.387694,50.0
2012-10-07,2012,15,japan,873,toro-rosso,Toro Rosso,13,53,24,995.809131,1001.04213,5.232999,0.478261,0.373601,50.0
2012-10-14,2012,16,korea,874,toro-rosso,Toro Rosso,8,55,24,1001.04213,1016.885847,15.843716,0.695652,0.378778,50.0
2012-10-28,2012,17,india,875,toro-rosso,Toro Rosso,15,59,24,1016.885847,1016.550554,-0.335293,0.391304,0.39801,50.0
2012-11-04,2012,18,abu-dhabi,876,toro-rosso,Toro Rosso,12,55,24,1016.550554,1022.703234,6.15268,0.521739,0.398686,50.0
2012-11-18,2012,19,united-states,877,toro-rosso,Toro Rosso,DNF,14,24,1022.703234,1002.416266,-20.286967,0.0,0.405739,50.0
2012-11-25,2012,20,brazil,878,toro-rosso,Toro Rosso,8,71,24,1002.416266,1018.161406,15.74514,0.695652,0.380749,50.0
2013-03-17,2013,1,australia,879,toro-rosso,Toro Rosso,12,58,22,1018.161406,1023.680321,5.518915,0.47619,0.365812,50.0
2013-03-24,2013,2,malaysia,880,toro-rosso,Toro Rosso,10,56,22,1023.680321,1033.55417,9.873849,0.571429,0.373952,50.0
2013-04-14,2013,3,china,881,toro-rosso,Toro Rosso,12,56,22,1033.55417,1038.094353,4.540183,0.47619,0.385387,50.0
2013-04-21,2013,4,bahrain,882,toro-rosso,Toro Rosso,DNF,16,22,1038.094353,1018.515086,-19.579267,0.0,0.391585,50.0
2013-05-12,2013,5,spain,883,toro-rosso,Toro Rosso,DNF,52,22,1018.515086,1004.924393,-13.590692,0.095238,0.367052,50.0
2013-05-26,2013,6,monaco,884,toro-rosso,Toro Rosso,8,78,22,1004.924393,1020.688402,15.764008,0.666667,0.351387,50.0
2013-06-09,2013,7,canada,885,toro-rosso,Toro Rosso,6,69,22,1020.688402,1040.249407,19.561005,0.761905,0.370685,50.0
2013-06-30,2013,8,great-britain,886,toro-rosso,Toro Rosso,DNF,35,22,1040.249407,1020.452447,-19.79696,0.0,0.395939,50.0
2013-07-07,2013,9,germany,887,toro-rosso,Toro Rosso,DNF,22,22,1020.452447,1006.686359,-13.766088,0.095238,0.37056,50.0
2013-07-28,2013,10,hungary,888,toro-rosso,Toro Rosso,12,69,22,1006.686359,1012.785228,6.098869,0.47619,0.354213,50.0
2013-08-25,2013,11,belgium,889,toro-rosso,Toro Rosso,12,44,22,1012.785228,1018.468751,5.683523,0.47619,0.36252,50.0
2013-09-08,2013,12,italy,890,toro-rosso,Toro Rosso,DNF,14,22,1018.468751,1002.372937,-16.095815,0.047619,0.369535,50.0
2013-09-22,2013,13,singapore,891,toro-rosso,Toro Rosso,14,61,22,1002.372937,1003.883998,1.511062,0.380952,0.350731,50.0
2013-10-06,2013,14,korea,892,toro-rosso,Toro Rosso,18,53,22,1003.883998,995.740348,-8.14365,0.190476,0.353349,50.0
2013-10-13,2013,15,japan,893,toro-rosso,Toro Rosso,12,52,22,995.740348,1002.366579,6.62623,0.47619,0.343666,50.0
2013-10-27,2013,16,india,894,toro-rosso,Toro Rosso,13,59,22,1002.366579,1006.212455,3.845876,0.428571,0.351654,50.0
2013-11-03,2013,17,abu-dhabi,895,toro-rosso,Toro Rosso,17,54,22,1006.212455,1000.342126,-5.870329,0.238095,0.355502,50.0
2013-11-17,2013,18,united-states,896,toro-rosso,Toro Rosso,16,56,22,1000.342126,996.244609,-4.097517,0.285714,0.367665,50.0
2013-11-24,2013,19,brazil,897,toro-rosso,Toro Rosso,15,70,22,996.244609,994.74163,-1.50298,0.333333,0.363393,50.0
2014-03-16,2014,1,australia,898,toro-rosso,Toro Rosso,8,57,22,994.74163,1010.862579,16.120949,0.666667,0.344248,50.0
2014-03-30,2014,2,malaysia,899,toro-rosso,Toro Rosso,DNF,18,22,1010.862579,999.922113,-10.940465,0.142857,0.361666,50.0
2014-04-06,2014,3,bahrain,900,toro-rosso,Toro Rosso,DNF,18,22,999.922113,984.853752,-15.068362,0.047619,0.348986,50.0
2014-04-20,2014,4,china,901,toro-rosso,Toro Rosso,12,53,22,984.853752,992.129822,7.276071,0.47619,0.330669,50.0
2014-05-11,2014,5,spain,902,toro-rosso,Toro Rosso,DNF,24,22,992.129822,975.132541,-16.997281,0.0,0.339946,50.0
2014-05-25,2014,6,monaco,903,toro-rosso,Toro Rosso,DNF,50,22,975.132541,971.011308,-4.121233,0.238095,0.32052,50.0
2014-06-08,2014,7,canada,904,toro-rosso,Toro Rosso,8,70,22,971.011308,988.593662,17.582354,0.666667,0.31502,50.0
2014-06-22,2014,8,austria,905,toro-rosso,Toro Rosso,DNF,59,22,988.593662,976.56866,-12.025002,0.095238,0.335738,50.0
2014-07-06,2014,9,great-britain,906,toro-rosso,Toro Rosso,10,51,22,976.56866,989.089031,12.520371,0.571429,0.321021,50.0
2014-07-20,2014,10,germany,907,toro-rosso,Toro Rosso,13,66,22,989.089031,993.79102,4.701989,0.428571,0.334532,50.0
2014-07-27,2014,11,hungary,908,toro-rosso,Toro Rosso,9,70,22,993.79102,1007.693346,13.902327,0.619048,0.341001,50.0
2014-08-24,2014,12,belgium,909,toro-rosso,Toro Rosso,11,44,22,1007.693346,1015.929933,8.236586,0.52381,0.359078,50.0
2014-09-07,2014,13,italy,910,toro-rosso,Toro Rosso,13,53,22,1015.929933,1018.997451,3.067518,0.428571,0.367221,50.0
2014-09-21,2014,14,singapore,911,toro-rosso,Toro Rosso,6,60,22,1018.997451,1038.561975,19.564525,0.761905,0.370614,50.0
2014-10-05,2014,15,japan,912,toro-rosso,Toro Rosso,9,44,22,1038.561975,1049.7965,11.234525,0.619048,0.394357,50.0
2014-10-12,2014,16,russia,913,toro-rosso,Toro Rosso,13,53,21,1049.7965,1050.067992,0.271491,0.4,0.39457,50.0
2014-11-02,2014,17,united-states,914,toro-rosso,Toro Rosso,10,56,18,1050.067992,1056.291785,6.223793,0.470588,0.346112,50.0
2014-11-09,2014,18,brazil,915,toro-rosso,Toro Rosso,13,70,18,1056.291785,1053.272317,-3.019468,0.294118,0.354507,50.0
2014-11-23,2014,19,abu-dhabi,916,toro-rosso,Toro Rosso,12,55,20,1053.272317,1055.438119,2.165803,0.421053,0.377737,50.0
