date,year,round,grandPrixId,careerRaceNumber,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
2016-04-03,2016,2,bahrain,937,mclaren,McLaren,10,56,22,1000.0,1012.06687,12.06687,0.571429,0.330091,50.0
2017-03-26,2017,1,australia,957,mclaren,McLaren,13,55,20,1012.06687,1013.123008,1.056139,0.368421,0.347298,50.0
2017-04-09,2017,2,china,958,mclaren,McLaren,DNF,17,20,1013.123008,1000.943292,-12.179716,0.105263,0.348857,50.0
2017-04-16,2017,3,bahrain,959,mclaren,McLaren,DNS,,20,1000.943292,983.954357,-16.988936,0.0,0.339779,50.0
2017-04-30,2017,4,russia,960,mclaren,McLaren,14,51,20,983.954357,983.736147,-0.21821,0.315789,0.320154,50.0
2017-05-14,2017,5,spain,961,mclaren,McLaren,DNF,32,20,983.736147,972.990671,-10.745476,0.105263,0.320173,50.0
2017-05-28,2017,6,monaco,962,mclaren,McLaren,DNF,66,20,972.990671,968.104436,-4.886234,0.210526,0.308251,50.0
2017-06-11,2017,7,canada,963,mclaren,McLaren,14,69,20,968.104436,968.892194,0.787758,0.315789,0.300034,50.0
2017-06-25,2017,8,azerbaijan,964,mclaren,McLaren,12,51,20,968.892194,974.886081,5.993887,0.421053,0.301175,50.0
2017-07-09,2017,9,austria,965,mclaren,McLaren,12,70,20,974.886081,980.591023,5.704943,0.421053,0.306954,50.0
2017-07-16,2017,10,great-britain,966,mclaren,McLaren,11,50,20,980.591023,988.552279,7.961256,0.473684,0.314459,50.0
2017-07-30,2017,11,hungary,967,mclaren,McLaren,10,69,20,988.552279,998.49135,9.939071,0.526316,0.327534,50.0
2017-08-27,2017,12,belgium,968,mclaren,McLaren,14,44,20,998.49135,997.507883,-0.983467,0.315789,0.335459,50.0
2017-09-03,2017,13,italy,969,mclaren,McLaren,DNF,33,20,997.507883,983.39209,-14.115793,0.052632,0.334947,50.0
2017-09-17,2017,14,singapore,970,mclaren,McLaren,7,58,20,983.39209,1001.626256,18.234166,0.684211,0.319527,50.0
2017-10-01,2017,15,malaysia,971,mclaren,McLaren,7,55,20,1001.626256,1018.802383,17.176128,0.684211,0.340688,50.0
2017-10-08,2017,16,japan,972,mclaren,McLaren,14,52,20,1018.802383,1016.499245,-2.303138,0.315789,0.361852,50.0
2017-10-22,2017,17,united-states,973,mclaren,McLaren,12,55,20,1016.499245,1019.761853,3.262608,0.421053,0.3558,50.0
2017-10-29,2017,18,mexico,974,mclaren,McLaren,12,70,20,1019.761853,1022.722282,2.960428,0.421053,0.361844,50.0
2017-11-12,2017,19,brazil,975,mclaren,McLaren,DNF,0,20,1022.722282,1007.119458,-15.602824,0.052632,0.364688,50.0
2017-11-26,2017,20,abu-dhabi,976,mclaren,McLaren,12,54,20,1007.119458,1010.836657,3.7172,0.421053,0.346709,50.0
2018-03-25,2018,1,australia,977,mclaren,McLaren,9,58,20,1010.836657,1021.909808,11.073151,0.578947,0.357484,50.0
2018-04-08,2018,2,bahrain,978,mclaren,McLaren,8,56,20,1021.909808,1034.890149,12.980341,0.631579,0.371972,50.0
2018-04-15,2018,3,china,979,mclaren,McLaren,13,56,20,1034.890149,1033.978075,-0.912074,0.368421,0.386663,50.0
2018-04-29,2018,4,azerbaijan,980,mclaren,McLaren,9,51,20,1033.978075,1043.62769,9.649615,0.578947,0.385955,50.0
