date,year,round,grandPrixId,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1950-05-30,1950,3,indianapolis,kurtis-kraft,Kurtis Kraft,14,131,34,1000.0,1003.787879,3.787879,0.575758,0.5,50.0
1951-05-30,1951,2,indianapolis,kurtis-kraft,Kurtis Kraft,3,200,34,1003.787879,1024.828408,21.040529,0.924242,0.503432,50.0
1952-05-30,1952,2,indianapolis,kurtis-kraft,Kurtis Kraft,11,200,33,1024.828408,1032.546914,7.718506,0.6875,0.53313,50.0
1953-05-30,1953,2,indianapolis,kurtis-kraft,Kurtis Kraft,5,200,37,1032.546914,1046.963249,14.416335,0.833333,0.545007,50.0
1954-05-31,1954,2,indianapolis,kurtis-kraft,Kurtis Kraft,3,200,42,1046.963249,1066.331198,19.367949,0.95122,0.563861,50.0
1955-05-30,1955,3,indianapolis,kurtis-kraft,Kurtis Kraft,26,54,35,1066.331198,1047.245562,-19.085635,0.205882,0.587595,50.0
