date,year,round,grandPrixId,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
2012-03-18,2012,1,australia,marussia,Marussia,15,53,24,1000.0,1000.470108,0.470108,0.391304,0.381902,50.0
2012-03-25,2012,2,malaysia,marussia,Marussia,20,54,24,1000.470108,990.008423,-10.461686,0.173913,0.383147,50.0
2012-04-15,2012,3,china,marussia,Marussia,20,55,24,990.008423,980.209291,-9.799132,0.173913,0.369896,50.0
2012-04-22,2012,4,bahrain,marussia,Marussia,DNF,24,24,980.209291,962.294809,-17.914482,0.0,0.35829,50.0
2012-05-13,2012,5,spain,marussia,Marussia,DNF,35,24,962.294809,951.958078,-10.33673,0.130435,0.337169,50.0
2012-05-27,2012,6,monaco,marussia,Marussia,DNF,64,24,951.958078,948.775038,-3.18304,0.26087,0.32453,50.0
2012-06-10,2012,7,canada,marussia,Marussia,20,67,24,948.775038,941.389994,-7.385045,0.173913,0.321614,50.0
2012-06-24,2012,8,europe,marussia,Marussia,15,57,24,941.389994,945.292175,3.902181,0.391304,0.313261,50.0
2012-07-08,2012,9,great-britain,marussia,Marussia,19,51,24,945.292175,940.350095,-4.94208,0.217391,0.316233,50.0
2012-07-22,2012,10,germany,marussia,Marussia,20,65,24,940.350095,933.49606,-6.854035,0.173913,0.310994,50.0
2012-07-29,2012,11,hungary,marussia,Marussia,20,67,24,933.49606,927.026461,-6.469599,0.173913,0.303305,50.0
2012-09-02,2012,12,belgium,marussia,Marussia,16,43,24,927.026461,929.578955,2.552494,0.347826,0.296776,50.0
2012-09-09,2012,13,italy,marussia,Marussia,16,52,24,929.578955,931.702375,2.123421,0.347826,0.305358,50.0
2012-09-23,2012,14,singapore,marussia,Marussia,16,59,24,931.702375,934.158387,2.456012,0.347826,0.298706,50.0
2012-10-07,2012,15,japan,marussia,Marussia,DNF,37,24,934.158387,927.772769,-6.385618,0.173913,0.301625,50.0
2012-10-14,2012,16,korea,marussia,Marussia,19,53,24,927.772769,923.978581,-3.794188,0.217391,0.293275,50.0
2012-10-28,2012,17,india,marussia,Marussia,19,59,24,923.978581,920.410774,-3.567807,0.217391,0.288747,50.0
2012-11-04,2012,18,abu-dhabi,marussia,Marussia,DNF,41,24,920.410774,919.135132,-1.275642,0.26087,0.286382,50.0
2012-11-18,2012,19,united-states,marussia,Marussia,20,54,24,919.135132,913.6353,-5.499832,0.173913,0.28391,50.0
2012-11-25,2012,20,brazil,marussia,Marussia,12,70,24,913.6353,925.807284,12.171985,0.521739,0.278299,50.0
2013-03-17,2013,1,australia,caterham,Caterham,16,56,22,925.807284,927.242435,1.43515,0.285714,0.257011,50.0
2013-03-24,2013,2,malaysia,caterham,Caterham,14,55,22,927.242435,933.295567,6.053132,0.380952,0.25989,50.0
2013-04-14,2013,3,china,caterham,Caterham,16,55,22,933.295567,934.322116,1.02655,0.285714,0.265183,50.0
2013-04-21,2013,4,bahrain,caterham,Caterham,17,56,22,934.322116,932.887247,-1.434869,0.238095,0.266793,50.0
2013-05-12,2013,5,spain,caterham,Caterham,17,65,22,932.887247,931.496426,-1.390822,0.238095,0.265912,50.0
2013-05-26,2013,6,monaco,caterham,Caterham,DNF,7,22,931.496426,918.202606,-13.293819,0.0,0.265876,50.0
2013-06-09,2013,7,canada,caterham,Caterham,18,67,22,918.202606,915.145282,-3.057325,0.190476,0.251623,50.0
2013-06-30,2013,8,great-britain,caterham,Caterham,15,52,22,915.145282,919.325255,4.179973,0.333333,0.249734,50.0
2013-07-07,2013,9,germany,caterham,Caterham,17,59,22,919.325255,918.543792,-0.781463,0.238095,0.253724,50.0
2013-07-28,2013,10,hungary,caterham,Caterham,15,68,22,918.543792,922.527239,3.983447,0.333333,0.253664,50.0
2013-08-25,2013,11,belgium,caterham,Caterham,DNF,8,22,922.527239,909.59493,-12.932308,0.0,0.258646,50.0
2013-09-08,2013,12,italy,caterham,Caterham,17,52,22,909.59493,909.224034,-0.370896,0.238095,0.245513,50.0
2013-09-22,2013,13,singapore,caterham,Caterham,19,60,22,909.224034,904.057807,-5.166227,0.142857,0.246182,50.0
2013-10-06,2013,14,korea,caterham,Caterham,14,55,22,904.057807,911.018841,6.961034,0.380952,0.241732,50.0
2013-10-13,2013,15,japan,caterham,Caterham,18,52,22,911.018841,908.101553,-2.917288,0.190476,0.248822,50.0
2013-10-27,2013,16,india,caterham,Caterham,DNF,35,22,908.101553,898.169719,-9.931833,0.047619,0.246256,50.0
2013-11-03,2013,17,abu-dhabi,caterham,Caterham,19,54,22,898.169719,893.519515,-4.650204,0.142857,0.235861,50.0
2013-11-17,2013,18,united-states,caterham,Caterham,20,55,22,893.519515,885.946794,-7.572721,0.095238,0.246693,50.0
2013-11-24,2013,19,brazil,caterham,Caterham,DNF,58,22,885.946794,878.70169,-7.245104,0.095238,0.24014,50.0
