date,year,round,grandPrixId,careerRaceNumber,constructorId,constructorName,positionRaw,laps,nParticipants,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed
1983-09-25,1983,14,europe,387,williams,Williams,13,74,29,1000.0,1007.833925,7.833925,0.571429,0.41475,50.0
1984-03-25,1984,1,brazil,389,ram,RAM,8,58,27,1007.833925,1023.072304,15.238379,0.730769,0.426002,50.0
1984-04-07,1984,2,south-africa,390,ram,RAM,DNF,22,27,1023.072304,1010.31452,-12.757784,0.192308,0.447463,50.0
1984-04-29,1984,3,belgium,391,ram,RAM,10,64,27,1010.31452,1021.544095,11.229575,0.653846,0.429255,50.0
1984-05-06,1984,4,san-marino,392,ram,RAM,9,57,28,1021.544095,1034.340075,12.795979,0.703704,0.447784,50.0
1984-05-20,1984,5,france,393,ram,RAM,13,72,27,1034.340075,1038.135683,3.795609,0.538462,0.462549,50.0
1984-06-03,1984,6,monaco,394,ram,RAM,DNQ,,27,1038.135683,1023.364642,-14.771042,0.173077,0.468498,50.0
1984-06-24,1984,8,detroit,396,ram,RAM,DNF,2,27,1023.364642,1011.464274,-11.900367,0.211538,0.449546,50.0
1984-07-08,1984,9,dallas,397,ram,RAM,DNF,46,27,1011.464274,1012.799536,1.335262,0.461538,0.434833,50.0
1984-07-22,1984,10,great-britain,398,ram,RAM,DNF,10,28,1012.799536,1007.831102,-4.968434,0.333333,0.432702,50.0
1984-08-05,1984,11,germany,399,ram,RAM,DNF,11,27,1007.831102,1004.356934,-3.474167,0.346154,0.415637,50.0
1984-08-19,1984,12,austria,400,ram,RAM,9,49,28,1004.356934,1018.603487,14.246553,0.703704,0.418773,50.0
1984-08-26,1984,13,netherlands,401,ram,RAM,9,67,27,1018.603487,1031.464903,12.861416,0.692308,0.435079,50.0
1984-09-09,1984,14,italy,402,ram,RAM,DNF,20,27,1031.464903,1032.244015,0.779112,0.461538,0.445956,50.0
1984-10-07,1984,15,europe,403,ram,RAM,DNF,35,26,1032.244015,1026.441662,-5.802353,0.32,0.436047,50.0
1984-10-21,1984,16,portugal,404,ram,RAM,DNF,19,27,1026.441662,1008.432231,-18.009431,0.076923,0.437112,50.0
1985-04-21,1985,2,portugal,406,zakspeed,Zakspeed,DNF,2,26,1008.432231,986.439672,-21.992559,0.0,0.439851,50.0
1985-05-05,1985,3,san-marino,407,zakspeed,Zakspeed,DNS,,26,986.439672,965.938154,-20.501518,0.0,0.41003,50.0
1985-05-19,1985,4,monaco,408,zakspeed,Zakspeed,11,74,26,965.938154,976.911999,10.973845,0.6,0.380523,50.0
1985-07-07,1985,7,france,411,zakspeed,Zakspeed,DNF,6,26,976.911999,965.384991,-11.527008,0.16,0.39054,50.0
1985-07-21,1985,8,great-britain,412,zakspeed,Zakspeed,DNF,6,26,965.384991,956.630413,-8.754578,0.2,0.375092,50.0
1985-08-04,1985,9,germany,413,zakspeed,Zakspeed,DNF,7,27,956.630413,940.341943,-16.28847,0.038462,0.364231,50.0
1985-08-18,1985,10,austria,414,zakspeed,Zakspeed,DNF,17,27,940.341943,934.617838,-5.724106,0.230769,0.345251,50.0
1985-08-25,1985,11,netherlands,415,zakspeed,Zakspeed,DNF,13,27,934.617838,929.233544,-5.384293,0.230769,0.338455,50.0
1986-03-23,1986,1,brazil,421,zakspeed,Zakspeed,DNF,20,25,929.233544,928.895256,-0.338288,0.291667,0.298432,50.0
1986-04-13,1986,2,spain,422,zakspeed,Zakspeed,DNF,0,25,928.895256,916.100763,-12.794493,0.041667,0.297557,50.0
1986-04-27,1986,3,san-marino,423,zakspeed,Zakspeed,DNF,38,26,916.100763,923.809249,7.708485,0.44,0.28583,50.0
1986-05-11,1986,4,monaco,424,zakspeed,Zakspeed,12,74,26,923.809249,937.060451,13.251202,0.56,0.294976,50.0
1986-05-25,1986,5,belgium,425,zakspeed,Zakspeed,NC,37,25,937.060451,946.299589,9.239138,0.5,0.315217,50.0
1986-06-15,1986,6,canada,426,zakspeed,Zakspeed,DNF,24,25,946.299589,940.309828,-5.989761,0.208333,0.328129,50.0
1986-06-22,1986,7,detroit,427,zakspeed,Zakspeed,8,61,26,940.309828,959.908948,19.59912,0.72,0.328018,50.0
1986-07-06,1986,8,france,428,zakspeed,Zakspeed,DNF,46,26,959.908948,964.385399,4.476451,0.44,0.350471,50.0
1986-07-13,1986,9,great-britain,429,zakspeed,Zakspeed,9,69,26,964.385399,980.548865,16.163467,0.68,0.356731,50.0
1986-07-27,1986,10,germany,430,zakspeed,Zakspeed,DNF,37,26,980.548865,983.024543,2.475677,0.44,0.390486,50.0
1986-08-10,1986,11,hungary,431,zakspeed,Zakspeed,10,70,26,983.024543,995.316504,12.291961,0.64,0.394161,50.0
1986-08-17,1986,12,austria,432,zakspeed,Zakspeed,DNF,8,26,995.316504,980.807434,-14.509069,0.12,0.410181,50.0
1986-09-07,1986,13,italy,433,zakspeed,Zakspeed,DNF,27,27,980.807434,980.5493,-0.258135,0.384615,0.389778,50.0
1986-09-21,1986,14,portugal,434,zakspeed,Zakspeed,12,67,27,980.5493,989.791657,9.242357,0.576923,0.392076,50.0
1986-10-12,1986,15,mexico,435,zakspeed,Zakspeed,10,65,26,989.791657,1001.689972,11.898315,0.64,0.402034,50.0
1986-10-26,1986,16,australia,436,zakspeed,Zakspeed,9,77,26,1001.689972,1014.77592,13.085948,0.68,0.418281,50.0
1987-04-12,1987,1,brazil,437,tyrrell,Tyrrell,10,58,23,1014.77592,1022.69013,7.914211,0.590909,0.432625,50.0
1987-05-03,1987,2,san-marino,438,tyrrell,Tyrrell,DNF,48,27,1022.69013,1020.970112,-1.720018,0.423077,0.457477,50.0
