Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Clay Regazzoni,4,Jacky Ickx,3
March,2,6,Henri Pescarolo,8,Ronnie Peterson,6
BRM,3,4,Helmut Marko,10,Howden Ganley,9
Tyrrell,4,3,,,Jackie Stewart,1
McLaren,5,2,,,Denny Hulme,2
Surtees,6,1,,,Tim Schenken,5
Brabham,7,0,,,Carlos Reutemann,7
