Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Brabham,1,9,Teo Fabi,3,Nelson Piquet,1
Lotus,2,6,,,Elio de Angelis,2
McLaren,3,4,,,Alain Prost,4
Williams,4,3,,,Jacques Laffite,5
