year,round,date,grandPrixId,officialName,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,lewis-hamilton,Lewis Hamilton,mercedes,1,70,1,0,1,1729.256942,1737.006801,7.749859,1.0,0.677089,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,kimi-raikkonen,Kimi Räikkönen,lotus-f1,2,70,6,0,2,1778.216562,1783.48704,5.270478,0.952381,0.732778,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,sebastian-vettel,Sebastian Vettel,red-bull,3,70,2,0,3,1821.009164,1824.075062,3.065898,0.904762,0.777016,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,mark-webber,Mark Webber,red-bull,4,70,10,0,4,1754.002855,1757.633406,3.630551,0.857143,0.70587,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,fernando-alonso,Fernando Alonso,ferrari,5,70,5,0,5,1814.182009,1815.124467,0.942458,0.809524,0.770255,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,romain-grosjean,Romain Grosjean,lotus-f1,6,70,3,0,6,1531.708034,1539.90732,8.199285,0.761905,0.420268,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,jenson-button,Jenson Button,mclaren,7,70,13,0,7,1720.301848,1721.451625,1.149777,0.714286,0.666378,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,felipe-massa,Felipe Massa,ferrari,8,70,7,0,8,1692.984801,1693.7969,0.812099,0.666667,0.632829,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,sergio-perez,Sergio Pérez,mclaren,9,69,9,0,9,1543.192801,1547.597992,4.405191,0.619048,0.435498,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,pastor-maldonado,Pastor Maldonado,williams,10,69,15,0,10,1480.056448,1485.289621,5.233173,0.571429,0.35338,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,nico-hulkenberg,Nico Hülkenberg,sauber,11,69,12,0,11,1556.908665,1558.58916,1.680495,0.52381,0.453789,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,jean-eric-vergne,Jean-Éric Vergne,toro-rosso,12,69,14,0,12,1495.682711,1498.152781,2.47007,0.47619,0.373271,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,daniel-ricciardo,Daniel Ricciardo,toro-rosso,13,69,8,0,13,1516.281441,1516.967708,0.686267,0.428571,0.399977,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,giedo-van-der-garde,Giedo van der Garde,caterham,14,68,20,0,14,1459.772248,1461.039995,1.267747,0.380952,0.32813,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,charles-pic,Charles Pic,caterham,15,68,19,0,15,1431.003969,1431.957109,0.95314,0.333333,0.293619,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,jules-bianchi,Jules Bianchi,marussia,16,67,21,0,16,1472.116299,1470.731512,-1.384787,0.285714,0.343414,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,max-chilton,Max Chilton,marussia,17,67,22,0,17,1467.931335,1465.528759,-2.402576,0.238095,0.338203,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,paul-di-resta,Paul di Resta,force-india,18,66,18,0,18,1602.032756,1594.261997,-7.770759,0.190476,0.514258,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,nico-rosberg,Nico Rosberg,mercedes,19,64,4,0,19,1655.059436,1644.462492,-10.596944,0.142857,0.584396,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,valtteri-bottas,Valtteri Bottas,williams,DNF,42,16,1,20,1504.277299,1497.33855,-6.93875,0.095238,0.384353,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,esteban-gutierrez,Esteban Gutiérrez,sauber,DNF,28,17,1,21,1489.461985,1481.837391,-7.624595,0.047619,0.36531,24.0,22
2013,10,2013-07-28,hungary,Formula 1 Magyar Nagydíj 2013,adrian-sutil,Adrian Sutil,force-india,DNF,19,11,1,22,1554.012941,1543.214864,-10.798077,0.0,0.44992,24.0,22
