Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Giancarlo Baghetti,4,Phil Hill,3
Porsche,2,6,Jo Bonnier,7,Carel Godin de Beaufort,6
Cooper,3,4,Jackie Lewis,8,Tony Maggs,5
Lotus,4,3,Jim Clark,9,Trevor Taylor,2
BRM,5,2,,,Graham Hill,1
