Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Brabham,1,9,John Watson,4,Carlos Reutemann,1
McLaren,2,6,David Hobbs,7,Denny Hulme,2
March,3,4,Hans-Joachim Stuck,11,Vittorio Brambilla,6
Hesketh,4,3,,,James Hunt,3
Ferrari,5,2,,,Clay Regazzoni,5
Shadow,6,1,,,Jean-Pierre Jarier,8
Surtees,7,0,,,Dieter Quester,9
Trojan,8,0,,,Tim Schenken,10
Lola,9,0,,,Graham Hill,12
