Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Tyrrell,1,9,Patrick Depailler,2,Jody Scheckter,1
Lola,2,6,Guy Edwards,7,Graham Hill,6
Brabham,3,4,John Watson,11,Rikky von Opel,9
Hesketh,4,3,,,James Hunt,3
McLaren,5,2,,,Emerson Fittipaldi,4
Shadow,6,1,,,Jean-Pierre Jarier,5
Iso-Marlboro,7,0,,,Tom Belsø,8
March,8,0,,,Vittorio Brambilla,10
