Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Jacques Laffite,5,Keke Rosberg,2
Arrows,2,6,Marc Surer,11,Thierry Boutsen,7
Tyrrell,3,4,,,Michele Alboreto,1
McLaren,4,3,,,John Watson,3
Brabham,5,2,,,Nelson Piquet,4
Lotus,6,1,,,Nigel Mansell,6
Renault,7,0,,,Alain Prost,8
Toleman,8,0,,,Bruno Giacomelli,9
Ligier,9,0,,,Raul Boesel,10
Alfa Romeo,10,0,,,Mauro Baldi,12
