Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Rubens Barrichello,3,Michael Schumacher,1
Renault,2,6,Jarno Trulli,4,Fernando Alonso,2
McLaren,3,4,Kimi Räikkönen,7,David Coulthard,6
Williams,4,3,Marc Gené,10,Juan Pablo Montoya,8
Jaguar,5,2,Christian Klien,11,Mark Webber,9
Sauber,6,1,Felipe Massa,13,Giancarlo Fisichella,12
Toyota,7,0,Olivier Panis,15,Cristiano da Matta,14
Jordan,8,0,Giorgio Pantano,17,Nick Heidfeld,16
BAR,9,0,,,Jenson Button,5
Minardi,10,0,,,Gianmaria Bruni,18
