Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Alfa Romeo,1,9,Nino Farina,3,Juan Manuel Fangio,1
Ferrari,2,6,Alberto Ascari,6,Piero Taruffi,2
Talbot-Lago,3,4,Philippe Étancelin,10,Louis Rosier,9
Maserati,4,3,Harry Schell,12,Louis Chiron,7
HWM,5,2,,,Stirling Moss,8
