Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Nino Farina,2,Alberto Ascari,1
Maserati,2,6,Felice Bonetto,4,Juan Manuel Fangio,4
Cooper,3,4,,,Ken Wharton,7
HWM,4,3,,,Albert Scherrer,9
