Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Kurtis Kraft,1,9,Jack McGrath,3,Bill Vukovich,1
Kuzma,2,6,Chuck Stevenson,12,Jimmy Bryan,2
Stevens,3,4,Ed Elisian,18,Cal Niday,10
Pawl,4,3,Eddie Johnson,22,Rodger Ward,22
Nichels,5,2,Andy Linden,24,Johnny Thomson,24
Schroeder,6,1,Bob Scott,25,Andy Linden,25
Bromme,7,0,Danny Kladis,30,Spider Webb,30
Phillips,8,0,,,Don Freeland,7
Pankratz,9,0,,,Jimmy Reece,17
