Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Niki Lauda,2,Clay Regazzoni,1
Tyrrell,2,6,,,Patrick Depailler,3
Ligier,3,4,,,Jacques Laffite,4
McLaren,4,3,,,Jochen Mass,5
Fittipaldi,5,2,,,Emerson Fittipaldi,6
Shadow,6,1,,,Jean-Pierre Jarier,7
Ensign,7,0,,,Chris Amon,8
Brabham,8,0,,,Carlos Pace,9
March,9,0,,,Ronnie Peterson,10
