Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Tyrrell,1,9,Patrick Depailler,2,Jody Scheckter,1
Ferrari,2,6,Clay Regazzoni,6,Niki Lauda,3
March,3,4,Vittorio Brambilla,10,Ronnie Peterson,7
McLaren,4,3,Jochen Mass,11,James Hunt,5
Shadow,5,2,Jean-Pierre Jarier,12,Tom Pryce,9
Surtees,6,1,Brett Lunger,15,Alan Jones,13
Ligier,7,0,,,Jacques Laffite,4
Brabham,8,0,,,Carlos Pace,8
