Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Mercedes,1,9,Valtteri Bottas,3,Lewis Hamilton,1
Ferrari,2,6,Carlos Sainz Jr.,8,Charles Leclerc,7
McLaren,3,4,Lando Norris,10,Daniel Ricciardo,5
Alpine,4,3,Fernando Alonso,13,Esteban Ocon,4
AlphaTauri,5,2,Yuki Tsunoda,14,Pierre Gasly,6
Alfa Romeo,6,1,Kimi Räikkönen,15,Antonio Giovinazzi,9
Red Bull,7,0,,,Max Verstappen,2
Aston Martin,8,0,,,Lance Stroll,11
Williams,9,0,,,Nicholas Latifi,12
