Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
AlphaTauri,1,9,Pierre Gasly,5,Yuki Tsunoda,4
Mercedes,2,6,Valtteri Bottas,6,Lewis Hamilton,2
Alpine,3,4,Esteban Ocon,9,Fernando Alonso,8
Ferrari,4,3,Charles Leclerc,10,Carlos Sainz Jr.,3
McLaren,5,2,Daniel Ricciardo,12,Lando Norris,7
Aston Martin,6,1,Lance Stroll,13,Sebastian Vettel,11
Red Bull,7,0,Sergio Pérez,15,Max Verstappen,1
Haas,8,0,,,Mick Schumacher,14
