year,round,date,grandPrixId,officialName,careerRaceNumber,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
1965,4,1965-06-27,france,Grand Prix de France 1965,135,jim-clark,Jim Clark,lotus,1,40,1,0,1,1239.187849,1253.537008,14.34916,1.0,0.713017,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,jackie-stewart,Jackie Stewart,brm,2,40,2,0,2,1065.129446,1088.331244,23.201798,0.9375,0.473464,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,john-surtees,John Surtees,ferrari,3,40,4,0,3,1128.436119,1143.95078,15.514662,0.875,0.564707,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,denny-hulme,Denny Hulme,brabham,4,40,6,0,4,1007.541642,1028.590286,21.048644,0.8125,0.391527,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,graham-hill,Graham Hill,brm,5,39,13,0,5,1222.826056,1225.691857,2.865801,0.75,0.692684,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,jo-siffert,Jo Siffert,brabham,6,39,14,0,6,1068.542492,1078.997809,10.455317,0.6875,0.478394,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,mike-spence,Mike Spence,lotus,7,39,10,0,7,1094.742204,1100.178033,5.43583,0.625,0.516283,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,lorenzo-bandini,Lorenzo Bandini,ferrari,8,36,3,0,8,1142.435146,1141.332055,-1.103091,0.5625,0.584562,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,bob-anderson,Bob Anderson,brabham,9,34,15,0,9,1025.660861,1029.813085,4.152223,0.5,0.416956,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,bruce-mclaren,Bruce McLaren,cooper,DNF,23,9,1,10,1146.538219,1138.896235,-7.641984,0.4375,0.59034,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,jo-bonnier,Jo Bonnier,brabham,DNF,21,11,1,11,1040.801666,1037.627111,-3.174555,0.375,0.438491,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,chris-amon,Chris Amon,lotus,DNF,20,8,1,12,946.325575,946.464868,0.139294,0.3125,0.309714,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,innes-ireland,Innes Ireland,lotus,DNF,18,17,1,13,1025.362593,1017.03591,-8.326683,0.25,0.416534,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,dan-gurney,Dan Gurney,brabham,DNF,16,5,1,14,1122.243329,1103.825183,-18.418146,0.1875,0.555863,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,richie-ginther,Richie Ginther,honda,DNF,9,7,1,15,1185.052443,1159.133464,-25.918979,0.125,0.64338,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,ronnie-bucknum,Ronnie Bucknum,honda,DNF,4,16,1,16,977.823407,963.403439,-14.419968,0.0625,0.350899,50.0,17
1965,4,1965-06-27,france,Grand Prix de France 1965,135,jochen-rindt,Jochen Rindt,cooper,DNF,3,12,1,17,986.930374,968.771052,-18.159322,0.0,0.363186,50.0,17
