Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Lotus,1,9,Ronnie Peterson,2,Mario Andretti,1
Surtees,2,6,Rupert Keegan,11,Vittorio Brambilla,7
Ligier,3,4,,,Jacques Laffite,3
Wolf,4,3,,,Jody Scheckter,4
Brabham,5,2,,,John Watson,5
McLaren,6,1,,,James Hunt,6
Williams,7,0,,,Alan Jones,8
ATS,8,0,,,Jochen Mass,9
Ferrari,9,0,,,Gilles Villeneuve,10
Tyrrell,10,0,,,Didier Pironi,12
Renault,11,0,,,Jean-Pierre Jabouille,13
Arrows,12,0,,,Rolf Stommelen,14
Shadow,13,0,,,Clay Regazzoni,15
