Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Lotus,1,9,Ronnie Peterson,4,Mario Andretti,2
Arrows,2,6,Rolf Stommelen,9,Riccardo Patrese,6
Ferrari,3,4,,,Carlos Reutemann,1
Tyrrell,4,3,,,Patrick Depailler,3
Ligier,5,2,,,Jacques Laffite,5
Williams,6,1,,,Alan Jones,7
Fittipaldi,7,0,,,Emerson Fittipaldi,8
Shadow,8,0,,,Clay Regazzoni,10
ATS,9,0,,,Jean-Pierre Jarier,11
McLaren,10,0,,,Patrick Tambay,12
