Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
McLaren,1,9,James Hunt,8,Patrick Tambay,4
Ferrari,2,6,Carlos Reutemann,10,Gilles Villeneuve,9
Shadow,3,4,Hans-Joachim Stuck,11,Clay Regazzoni,5
Lotus,4,3,Héctor Rebaque,12,Ronnie Peterson,3
Arrows,5,2,Rolf Stommelen,14,Riccardo Patrese,2
ATS,6,1,Keke Rosberg,15,Jochen Mass,13
Brabham,7,0,,,Niki Lauda,1
Fittipaldi,8,0,,,Emerson Fittipaldi,6
Ligier,9,0,,,Jacques Laffite,7
