Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
BMW Sauber,1,9,Robert Kubica,6,Nick Heidfeld,2
Toro Rosso,2,6,Sébastien Bourdais,7,Sebastian Vettel,5
McLaren,3,4,Heikki Kovalainen,10,Lewis Hamilton,3
Red Bull,4,3,David Coulthard,11,Mark Webber,8
Williams,5,2,Kazuki Nakajima,14,Nico Rosberg,12
Toyota,6,1,Jarno Trulli,16,Timo Glock,9
Force India,7,0,Giancarlo Fisichella,17,Adrian Sutil,13
Ferrari,8,0,Kimi Räikkönen,18,Felipe Massa,1
Renault,9,0,,,Fernando Alonso,4
Honda,10,0,,,Jenson Button,15
