Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Mark Webber,7,Nick Heidfeld,6
Toyota,2,6,Ralf Schumacher,9,Jarno Trulli,5
Sauber,3,4,Felipe Massa,10,Jacques Villeneuve,4
Red Bull,4,3,David Coulthard,11,Vitantonio Liuzzi,8
Jordan,5,2,Tiago Monteiro,13,Narain Karthikeyan,12
Renault,6,1,,,Fernando Alonso,1
Ferrari,7,0,,,Michael Schumacher,2
McLaren,8,0,,,Alexander Wurz,3
