Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Kurtis Kraft,1,9,Dick Rathmann,5,Sam Hanks,2
Kuzma,2,6,Bob Sweikert,6,Johnnie Parsons,4
Watson,3,4,,,Pat Flaherty,1
Phillips,4,3,,,Don Freeland,3
Lesovsky,5,2,,,Jimmy Reece,9
Stevens,6,1,,,Cliff Griffith,10
