Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Juan Manuel Fangio,1,Luigi Musso,1
Maserati,2,6,Mike Hawthorn,3,Jean Behra,2
