Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Lotus,1,9,Gunnar Nilsson,8,Mario Andretti,1
Ferrari,2,6,,,Niki Lauda,2
Wolf,3,4,,,Jody Scheckter,3
Tyrrell,4,3,,,Patrick Depailler,4
Fittipaldi,5,2,,,Emerson Fittipaldi,5
Penske,6,1,,,Jean-Pierre Jarier,6
McLaren,7,0,,,James Hunt,7
Ligier,8,0,,,Jacques Laffite,9
March,9,0,,,Brian Henton,10
Surtees,10,0,,,Hans Binder,11
