Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Mike Hawthorn,3,Luigi Musso,2
Maserati,2,6,Jean Behra,5,Juan Manuel Fangio,4
Cooper,3,4,,,Stirling Moss,1
