Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Nino Farina,2,José Froilán González,2
Mercedes,2,6,Hans Herrmann,4,Juan Manuel Fangio,1
Maserati,3,4,Harry Schell,6,Roberto Mieres,5
