Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Rubens Barrichello,3,Michael Schumacher,2
Sauber,2,6,Nick Heidfeld,6,Kimi Räikkönen,5
Jaguar,3,4,Pedro de la Rosa,12,Eddie Irvine,9
Arrows,4,3,Enrique Bernoldi,14,Jos Verstappen,10
Benetton,5,2,Jenson Button,15,Giancarlo Fisichella,13
McLaren,6,1,,,Mika Häkkinen,1
Williams,7,0,,,Juan Pablo Montoya,4
Jordan,8,0,,,Heinz-Harald Frentzen,7
BAR,9,0,,,Jacques Villeneuve,8
Prost,10,0,,,Jean Alesi,11
Minardi,11,0,,,Fernando Alonso,16
