Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Rubens Barrichello,3,Michael Schumacher,1
Sauber,2,6,Kimi Räikkönen,7,Nick Heidfeld,6
Jordan,3,4,Heinz-Harald Frentzen,8,Jarno Trulli,5
Prost,4,3,Jean Alesi,12,Luciano Burti,10
Benetton,5,2,Jenson Button,16,Giancarlo Fisichella,11
Minardi,6,1,Fernando Alonso,17,Tarso Marques,15
Williams,7,0,,,Ralf Schumacher,2
McLaren,8,0,,,David Coulthard,4
BAR,9,0,,,Olivier Panis,9
Arrows,10,0,,,Jos Verstappen,13
Jaguar,11,0,,,Pedro de la Rosa,14
