Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Lotus,1,9,Pedro Lamy,8,Johnny Herbert,7
Ligier,2,6,Éric Bernard,10,Olivier Panis,9
Benetton,3,4,,,Michael Schumacher,1
Ferrari,4,3,,,Gerhard Berger,2
Jordan,5,2,,,Rubens Barrichello,3
Footwork,6,1,,,Christian Fittipaldi,4
Sauber,7,0,,,Heinz-Harald Frentzen,5
Larrousse,8,0,,,Érik Comas,6
Simtek,9,0,,,Roland Ratzenberger,11
