Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Brabham,1,9,Riccardo Patrese,5,Nelson Piquet,4
Lotus,2,6,Nigel Mansell,8,Elio de Angelis,6
Williams,3,4,Derek Daly,9,Keke Rosberg,1
Tyrrell,4,3,Brian Henton,11,Michele Alboreto,7
Alfa Romeo,5,2,Bruno Giacomelli,12,Andrea de Cesaris,10
McLaren,6,1,John Watson,13,Niki Lauda,3
Renault,7,0,René Arnoux,16,Alain Prost,2
ATS,8,0,,,Eliseo Salazar,14
Arrows,9,0,,,Marc Surer,15
