Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Renault,1,9,Alain Prost,2,René Arnoux,1
Ferrari,2,6,Patrick Tambay,4,Didier Pironi,3
Williams,3,4,Derek Daly,7,Keke Rosberg,5
Tyrrell,4,3,Brian Henton,10,Michele Alboreto,6
Ligier,5,2,Eddie Cheever,16,Jacques Laffite,14
McLaren,6,1,,,Niki Lauda,8
Alfa Romeo,7,0,,,Bruno Giacomelli,9
ATS,8,0,,,Manfred Winkelhock,11
Lotus,9,0,,,Geoff Lees,12
Arrows,10,0,,,Marc Surer,13
Toleman,11,0,,,Derek Warwick,15
