Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Derek Daly,5,Keke Rosberg,4
Ligier,2,6,Jacques Laffite,6,Eddie Cheever,2
McLaren,3,4,,,John Watson,1
Ferrari,4,3,,,Didier Pironi,3
March,5,2,,,Jochen Mass,7
Arrows,6,1,,,Marc Surer,8
Tyrrell,7,0,,,Brian Henton,9
Renault,8,0,,,René Arnoux,10
Fittipaldi,9,0,,,Chico Serra,11
