Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
McLaren,1,9,John Watson,6,Niki Lauda,1
Lotus,2,6,Nigel Mansell,7,Elio de Angelis,5
March,3,4,Raul Boesel,9,Jochen Mass,8
Tyrrell,4,3,Slim Borgudd,10,Michele Alboreto,4
Williams,5,2,,,Keke Rosberg,2
Brabham,6,1,,,Riccardo Patrese,3
