Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
McLaren,1,9,Alain Prost,2,Ayrton Senna,1
Tyrrell,2,6,Julian Bailey,9,Jonathan Palmer,5
Benetton,3,4,,,Thierry Boutsen,3
Rial,4,3,,,Andrea de Cesaris,4
Minardi,5,2,,,Pierluigi Martini,6
Lola,6,1,,,Yannick Dalmas,7
Dallara,7,0,,,Alex Caffi,8
