Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
McLaren,1,9,Alain Prost,2,Ayrton Senna,1
Benetton,2,6,Alessandro Nannini,5,Thierry Boutsen,3
Ferrari,3,4,Michele Alboreto,11,Gerhard Berger,4
Tyrrell,4,3,Julian Bailey,14,Jonathan Palmer,12
Minardi,5,2,Luis Pérez-Sala,15,Pierluigi Martini,13
Lola,6,1,Aguri Suzuki,16,Philippe Alliot,9
Williams,7,0,,,Riccardo Patrese,6
Lotus,8,0,,,Satoru Nakajima,7
AGS,9,0,,,Philippe Streiff,8
March,10,0,,,Maurício Gugelmin,10
Ligier,11,0,,,René Arnoux,17
