Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Michael Schumacher,2,Rubens Barrichello,1
McLaren,2,6,David Coulthard,5,Kimi Räikkönen,4
Sauber,3,4,Nick Heidfeld,9,Felipe Massa,7
Jordan,4,3,Takuma Sato,10,Giancarlo Fisichella,6
Williams,5,2,Juan Pablo Montoya,11,Ralf Schumacher,3
Toyota,6,1,Mika Salo,15,Allan McNish,14
Renault,7,0,,,Jarno Trulli,8
BAR,8,0,,,Olivier Panis,12
Jaguar,9,0,,,Pedro de la Rosa,13
Minardi,10,0,,,Mark Webber,16
