Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Rubens Barrichello,2,Michael Schumacher,1
Williams,2,6,Juan Pablo Montoya,4,Ralf Schumacher,3
Renault,3,4,Jarno Trulli,9,Jenson Button,5
Sauber,4,3,Nick Heidfeld,10,Felipe Massa,8
McLaren,5,2,,,David Coulthard,6
BAR,6,1,,,Jacques Villeneuve,7
Minardi,7,0,,,Mark Webber,11
