year,round,date,grandPrixId,officialName,careerRaceNumber,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,alessandro-nannini,Alessandro Nannini,benetton,1,53,6,0,1,1115.359419,1135.789088,20.429669,1.0,0.591407,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,riccardo-patrese,Riccardo Patrese,williams,2,53,5,0,2,1185.958791,1200.705635,14.746844,0.973684,0.678747,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,thierry-boutsen,Thierry Boutsen,williams,3,53,7,0,3,1215.198189,1226.957829,11.75964,0.947368,0.712176,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,nelson-piquet,Nelson Piquet,lotus,4,53,11,0,4,1179.455669,1191.954928,12.499259,0.921053,0.671067,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,martin-brundle,Martin Brundle,brabham,5,52,13,0,5,1101.293284,1117.372165,16.078881,0.894737,0.573159,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,derek-warwick,Derek Warwick,arrows,6,52,25,0,6,1153.211648,1164.669858,11.45821,0.868421,0.639257,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,mauricio-gugelmin,Maurício Gugelmin,march,7,52,20,0,7,1095.519929,1109.344558,13.824629,0.842105,0.565613,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,eddie-cheever,Eddie Cheever,arrows,8,52,24,0,8,1103.601154,1115.582268,11.981114,0.815789,0.576167,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,alex-caffi,Alex Caffi,dallara,9,52,15,0,9,1070.645437,1083.478756,12.833319,0.789474,0.532807,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,andrea-de-cesaris,Andrea de Cesaris,dallara,10,51,16,0,10,1080.304806,1091.182982,10.878176,0.763158,0.545594,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,alain-prost,Alain Prost,mclaren,DNF,46,2,1,11,1395.083825,1387.702865,-7.38096,0.723684,0.871303,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,stefano-modena,Stefano Modena,brabham,DNF,46,9,1,12,1025.992911,1038.508876,12.515964,0.723684,0.473365,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,nigel-mansell,Nigel Mansell,ferrari,DNF,43,4,1,13,1147.535089,1150.134768,2.599679,0.684211,0.632217,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,satoru-nakajima,Satoru Nakajima,lotus,DNF,41,12,1,14,1049.239938,1056.917818,7.67788,0.657895,0.504337,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,jean-alesi,Jean Alesi,tyrrell,DNF,37,18,1,15,1091.547334,1095.106128,3.558794,0.631579,0.560403,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,philippe-alliot,Philippe Alliot,lola,DNF,36,8,1,16,1071.58542,1075.145889,3.560468,0.605263,0.534054,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,gerhard-berger,Gerhard Berger,ferrari,DNF,34,3,1,17,1168.899733,1164.925854,-3.973879,0.578947,0.658425,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,emanuele-pirro,Emanuele Pirro,benetton,DNF,33,22,1,18,1062.040469,1063.6031,1.562631,0.552632,0.521379,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,olivier-grouillard,Olivier Grouillard,ligier,DNF,31,23,1,19,994.817543,999.52833,4.710787,0.526316,0.4321,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,ivan-capelli,Ivan Capelli,march,DNF,27,17,1,20,1069.772503,1068.190036,-1.582467,0.5,0.531649,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,nicola-larini,Nicola Larini,osella,DNF,21,10,1,21,906.229605,913.888708,7.659103,0.473684,0.320502,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,jonathan-palmer,Jonathan Palmer,tyrrell,DNF,20,26,1,22,1126.311916,1118.407467,-7.904449,0.447368,0.605457,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,bernd-schneider,Bernd Schneider,zakspeed,DNF,1,21,1,23,852.232643,860.30825,8.075607,0.421053,0.25954,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,luis-perez-sala,Luis Pérez-Sala,minardi,DNF,0,14,1,24,1053.149088,1046.75078,-6.398307,0.381579,0.509545,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,paolo-barilla,Paolo Barilla,minardi,DNF,0,19,1,25,1000.0,997.132944,-2.867056,0.381579,0.43892,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,aguri-suzuki,Aguri Suzuki,zakspeed,DNPQ,,,1,26,895.572617,892.016613,-3.556004,0.236842,0.307962,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,enrico-bertaggia,Enrico Bertaggia,coloni,DNPQ,,,1,27,958.281074,950.886154,-7.39492,0.236842,0.384741,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,gabriele-tarquini,Gabriele Tarquini,ags,DNPQ,,,1,28,934.73893,928.824823,-5.914107,0.236842,0.355124,50.0,39
1989,15,1989-10-22,japan,1989 Fuji Television Japanese Grand Prix,483,jj-lehto,JJ Lehto,onyx,DNPQ,,,1,29,991.25778,981.728509,-9.529271,0.236842,0.427428,50.0,39
