Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Red Bull,1,9,Sebastian Vettel,3,Mark Webber,1
Ferrari,2,6,Felipe Massa,4,Fernando Alonso,2
Lotus,3,4,Romain Grosjean,6,Kimi Räikkönen,5
McLaren,4,3,Jenson Button,10,Lewis Hamilton,8
Toro Rosso,5,2,Jean-Éric Vergne,14,Daniel Ricciardo,13
Mercedes,6,1,Nico Rosberg,15,Michael Schumacher,7
Williams,7,0,Pastor Maldonado,16,Bruno Senna,9
Marussia,8,0,Charles Pic,19,Timo Glock,18
HRT,9,0,Narain Karthikeyan,21,Pedro de la Rosa,20
Sauber,10,0,,,Kamui Kobayashi,11
Force India,11,0,,,Nico Hülkenberg,12
Caterham,12,0,,,Heikki Kovalainen,17
