Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Eddie Irvine,3,Michael Schumacher,2
Tyrrell,2,6,Jos Verstappen,10,Mika Salo,9
Williams,3,4,,,Heinz-Harald Frentzen,1
Jordan,4,3,,,Giancarlo Fisichella,4
Benetton,5,2,,,Jean Alesi,5
McLaren,6,1,,,Mika Häkkinen,6
Sauber,7,0,,,Nicola Larini,7
Prost,8,0,,,Olivier Panis,8
Minardi,9,0,,,Ukyo Katayama,11
