Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Felipe Massa,4,Michael Schumacher,1
McLaren,2,6,Kimi Räikkönen,5,Juan Pablo Montoya,3
Renault,3,4,Giancarlo Fisichella,8,Fernando Alonso,2
Honda,4,3,Rubens Barrichello,10,Jenson Button,7
Williams,5,2,Nico Rosberg,11,Mark Webber,6
BMW Sauber,6,1,Nick Heidfeld,13,Jacques Villeneuve,12
Toro Rosso,7,0,Scott Speed,15,Vitantonio Liuzzi,14
Toyota,8,0,,,Ralf Schumacher,9
Midland,9,0,,,Tiago Monteiro,16
