year,round,date,grandPrixId,officialName,careerRaceNumber,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,mario-andretti,Mario Andretti,lotus,1,52,4,0,1,1121.353291,1141.891133,20.537843,1.0,0.589243,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,niki-lauda,Niki Lauda,ferrari,2,52,5,0,2,1270.93252,1280.874279,9.941759,0.969697,0.770862,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,alan-jones,Alan Jones,shadow,3,52,16,0,3,1119.790279,1137.404324,17.614045,0.939394,0.587113,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,jochen-mass,Jochen Mass,mclaren,4,52,9,0,4,1150.683691,1164.709482,14.025791,0.909091,0.628575,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,clay-regazzoni,Clay Regazzoni,ensign,5,52,7,0,5,1068.24207,1086.401505,18.159435,0.878788,0.515599,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,ronnie-peterson,Ronnie Peterson,tyrrell,6,52,12,0,6,1057.006908,1074.439605,17.432697,0.848485,0.499831,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,patrick-neve,Patrick Nève,march,7,50,24,0,7,999.278987,1019.22021,19.941223,0.818182,0.419357,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,jacques-laffite,Jacques Laffite,ligier,8,50,8,0,8,1119.102564,1129.187761,10.085197,0.787879,0.586175,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,rupert-keegan,Rupert Keegan,hesketh,9,48,23,0,9,1039.853493,1053.944361,14.090868,0.757576,0.475758,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,ian-scheckter,Ian Scheckter,march,DNF,41,17,1,10,973.561545,990.702463,17.140917,0.727273,0.384454,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,carlos-reutemann,Carlos Reutemann,ferrari,DNF,39,2,1,11,1174.962573,1176.809974,1.8474,0.69697,0.660022,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,bruno-giacomelli,Bruno Giacomelli,mclaren,DNF,38,15,1,12,1000.0,1011.558372,11.558372,0.651515,0.420348,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,riccardo-patrese,Riccardo Patrese,shadow,DNF,38,6,1,13,1026.326559,1036.060606,9.734047,0.651515,0.456834,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,hans-joachim-stuck,Hans-Joachim Stuck,brabham,DNF,31,11,1,14,1109.89575,1111.520694,1.624944,0.606061,0.573562,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,james-hunt,James Hunt,mclaren,DNF,26,1,1,15,1177.769759,1173.378531,-4.391228,0.575758,0.663582,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,patrick-depailler,Patrick Depailler,tyrrell,DNF,24,13,1,16,1127.59771,1124.984341,-2.613369,0.545455,0.597722,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,jean-pierre-jabouille,Jean-Pierre Jabouille,renault,DNF,23,20,1,17,987.04401,991.911815,4.867805,0.5,0.402644,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,jody-scheckter,Jody Scheckter,wolf,DNF,23,3,1,18,1217.585745,1206.977773,-10.607972,0.5,0.712159,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,jean-pierre-jarier,Jean-Pierre Jarier,penske,DNF,19,18,1,19,1062.048989,1059.430786,-2.618203,0.454545,0.50691,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,patrick-tambay,Patrick Tambay,ensign,DNF,8,21,1,20,1021.105054,1019.839435,-1.265619,0.424242,0.449555,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,vittorio-brambilla,Vittorio Brambilla,surtees,DNF,5,10,1,21,1084.912783,1077.663315,-7.249467,0.393939,0.538929,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,brett-lunger,Brett Lunger,mclaren,DNF,4,22,1,22,1035.129736,1029.096931,-6.032805,0.348485,0.469141,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,gunnar-nilsson,Gunnar Nilsson,lotus,DNF,4,19,1,23,1104.592113,1093.703628,-10.888484,0.348485,0.566255,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,john-watson,John Watson,brabham,DNF,3,14,1,24,1096.084183,1083.511811,-12.572372,0.30303,0.554478,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,alex-ribeiro,Alex Ribeiro,march,DNQ,,,2,25,940.737606,930.484806,-10.2528,0.136364,0.34142,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,brian-henton,Brian Henton,boro,DNQ,,,2,26,942.106879,931.766339,-10.340539,0.136364,0.343174,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,emerson-fittipaldi,Emerson Fittipaldi,fittipaldi,DNQ,,,2,27,1093.411092,1072.691014,-20.720078,0.136364,0.550765,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,emilio-de-villota,Emilio de Villota,mclaren,DNQ,,,2,28,937.096007,927.075612,-10.020395,0.136364,0.336772,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,giorgio-francia,Giorgio Francia,brabham,DNQ,,,2,29,1000.0,985.800797,-14.199203,0.136364,0.420348,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,hans-binder,Hans Binder,penske,DNQ,,,2,30,1053.773406,1035.827048,-17.946358,0.136364,0.495291,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,ian-ashley,Ian Ashley,hesketh,DNQ,,,2,31,914.282317,905.685029,-8.597287,0.136364,0.308309,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,lamberto-leoni,Lamberto Leoni,surtees,DNQ,,,2,32,1000.0,985.800797,-14.199203,0.136364,0.420348,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,loris-kessel,Loris Kessel,apollon,DNQ,,,2,33,967.318383,955.330369,-11.988014,0.136364,0.376124,50.0,34
1977,14,1977-09-11,italy,Gran Premio d'Italia 1977,294,teddy-pilette,Teddy Pilette,brm,DNQ,,,2,34,968.985701,956.886754,-12.098947,0.136364,0.378343,50.0,34
