Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Riccardo Patrese,4,Thierry Boutsen,1
Lotus,2,6,Martin Donnelly,7,Derek Warwick,5
Arrows,3,4,Michele Alboreto,12,Alex Caffi,9
Ligier,4,3,Philippe Alliot,14,Nicola Larini,11
McLaren,5,2,Gerhard Berger,16,Ayrton Senna,2
Benetton,6,1,,,Nelson Piquet,3
Lola,7,0,,,Éric Bernard,6
Leyton House,8,0,,,Maurício Gugelmin,8
Dallara,9,0,,,Emanuele Pirro,10
AGS,10,0,,,Gabriele Tarquini,13
Minardi,11,0,,,Paolo Barilla,15
Ferrari,12,0,,,Nigel Mansell,17
