Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Lotus,1,9,Graham Hill,6,John Miles,5
Matra,2,6,Henri Pescarolo,7,Jean-Pierre Beltoise,4
March,3,4,Jo Siffert,10,Jackie Stewart,3
Brabham,4,3,Peter de Klerk,11,Jack Brabham,1
McLaren,5,2,,,Denny Hulme,2
BRM,6,1,,,Pedro Rodríguez,9
