Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Red Bull,1,9,Sergio Pérez,4,Max Verstappen,1
Aston Martin,2,6,Lance Stroll,5,Fernando Alonso,3
Alpine,3,4,Esteban Ocon,10,Pierre Gasly,7
AlphaTauri,4,3,Daniel Ricciardo,13,Yuki Tsunoda,9
McLaren,5,2,Oscar Piastri,14,Lando Norris,2
Ferrari,6,1,,,Carlos Sainz Jr.,6
Mercedes,7,0,,,Lewis Hamilton,8
Williams,8,0,,,Logan Sargeant,11
Haas,9,0,,,Nico Hülkenberg,12
