year,round,date,grandPrixId,officialName,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,michael-schumacher,Michael Schumacher,ferrari,1,66,1,0,1,1866.115214,1869.646137,3.530923,1.0,0.852878,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,rubens-barrichello,Rubens Barrichello,ferrari,2,66,5,0,2,1695.285421,1701.731208,6.445786,0.947368,0.678794,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,jarno-trulli,Jarno Trulli,renault,3,66,4,0,3,1577.308543,1586.312317,9.003774,0.894737,0.51958,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,fernando-alonso,Fernando Alonso,renault,4,66,8,0,4,1561.761354,1570.031689,8.270335,0.842105,0.497508,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,takuma-sato,Takuma Sato,bar,5,66,3,0,5,1513.758355,1522.397789,8.639434,0.789474,0.429497,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,ralf-schumacher,Ralf Schumacher,williams,6,66,6,0,6,1654.730313,1657.377641,2.647328,0.736842,0.626537,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,giancarlo-fisichella,Giancarlo Fisichella,sauber,7,66,12,0,7,1507.38151,1513.709144,6.327634,0.684211,0.420559,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,jenson-button,Jenson Button,bar,8,65,14,0,8,1579.832391,1582.434576,2.602185,0.631579,0.523155,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,felipe-massa,Felipe Massa,sauber,9,65,17,0,9,1513.877362,1517.460153,3.582791,0.578947,0.429664,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,david-coulthard,David Coulthard,mclaren,10,65,10,0,10,1660.822404,1658.223676,-2.598727,0.526316,0.634596,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,kimi-raikkonen,Kimi Räikkönen,mclaren,11,65,13,0,11,1581.300069,1580.062919,-1.23715,0.473684,0.525232,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,mark-webber,Mark Webber,jaguar,12,65,9,0,12,1490.619787,1491.19073,0.570943,0.421053,0.397263,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,cristiano-da-matta,Cristiano da Matta,toyota,13,65,11,0,13,1518.900408,1517.261004,-1.639404,0.368421,0.43673,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,giorgio-pantano,Giorgio Pantano,jordan,DNF,51,19,1,14,1482.576584,1480.886577,-1.690007,0.315789,0.386206,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,juan-pablo-montoya,Juan Pablo Montoya,williams,DNF,46,2,1,15,1663.537021,1654.536847,-9.000174,0.263158,0.638165,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,christian-klien,Christian Klien,jaguar,DNF,43,16,1,16,1499.559755,1494.780802,-4.778953,0.210526,0.409649,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,nick-heidfeld,Nick Heidfeld,jordan,DNF,33,15,1,17,1519.407226,1512.066477,-7.340749,0.131579,0.437443,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,olivier-panis,Olivier Panis,toyota,DNF,33,7,1,18,1495.282728,1488.751539,-6.531189,0.131579,0.403712,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,gianmaria-bruni,Gianmaria Bruni,minardi,DNF,31,18,1,19,1478.014151,1470.157915,-7.856236,0.052632,0.379975,24.0,20
2004,5,2004-05-09,spain,Formula 1 Gran Premio Marlboro de España 2004,zsolt-baumgartner,Zsolt Baumgartner,minardi,DNF,17,20,1,20,1472.774099,1463.825551,-8.948548,0.0,0.372856,24.0,20
