Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,,,Alain Prost,1
McLaren,2,6,,,Ayrton Senna,2
Ligier,3,4,,,Mark Blundell,3
Minardi,4,3,,,Christian Fittipaldi,4
Sauber,5,2,,,JJ Lehto,5
Ferrari,6,1,,,Gerhard Berger,6
Footwork,7,0,,,Derek Warwick,7
