Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Damon Hill,3,Alain Prost,1
Sauber,2,6,JJ Lehto,7,Karl Wendlinger,6
Lotus,3,4,Alex Zanardi,11,Johnny Herbert,10
Footwork,4,3,Derek Warwick,16,Aguri Suzuki,13
McLaren,5,2,Ayrton Senna,18,Michael Andretti,14
Benetton,6,1,,,Michael Schumacher,2
Ferrari,7,0,,,Gerhard Berger,4
Ligier,8,0,,,Martin Brundle,5
Larrousse,9,0,,,Érik Comas,8
Minardi,10,0,,,Christian Fittipaldi,9
Jordan,11,0,,,Thierry Boutsen,12
Lola,12,0,,,Luca Badoer,15
Tyrrell,13,0,,,Ukyo Katayama,17
