year,round,date,grandPrixId,officialName,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,lewis-hamilton,Lewis Hamilton,mercedes,1,63,2,0,1,1584.13052,1588.167539,4.037019,1.0,0.91926,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,valtteri-bottas,Valtteri Bottas,mercedes,2,63,1,0,2,1408.549602,1415.736224,7.186622,0.947368,0.803636,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,daniel-ricciardo,Daniel Ricciardo,renault,3,63,5,0,3,1195.336841,1211.388312,16.051472,0.894737,0.573707,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,daniil-kvyat,Daniil Kvyat,alphatauri,4,63,8,0,4,1072.604091,1093.926037,21.321946,0.842105,0.415666,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,charles-leclerc,Charles Leclerc,ferrari,5,63,7,0,5,1218.069022,1227.439687,9.370665,0.789474,0.60206,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,sergio-perez,Sergio Pérez,racing-point,6,63,11,0,6,1222.002291,1228.499299,6.497008,0.736842,0.606902,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,carlos-sainz-jr,Carlos Sainz Jr.,mclaren,7,63,10,0,7,1145.62277,1154.329208,8.706438,0.684211,0.510082,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,lando-norris,Lando Norris,mclaren,8,63,9,0,8,1138.276824,1144.827367,6.550543,0.631579,0.500568,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,kimi-raikkonen,Kimi Räikkönen,alfa-romeo,9,63,18,0,9,1083.249384,1090.730762,7.481378,0.578947,0.42932,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,antonio-giovinazzi,Antonio Giovinazzi,alfa-romeo,10,63,20,0,10,983.260772,994.276889,11.016117,0.526316,0.305993,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,nicholas-latifi,Nicholas Latifi,williams,11,63,19,0,11,954.571501,964.578961,10.00746,0.473684,0.273535,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,sebastian-vettel,Sebastian Vettel,ferrari,12,63,14,0,12,1195.450633,1187.810726,-7.639907,0.421053,0.573851,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,lance-stroll,Lance Stroll,racing-point,13,63,15,0,13,1069.854515,1067.667927,-2.186587,0.368421,0.412153,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,romain-grosjean,Romain Grosjean,haas,14,63,16,0,14,965.973561,967.451186,1.477626,0.315789,0.286237,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,alexander-albon,Alexander Albon,red-bull,15,63,6,0,15,1174.943263,1160.710233,-14.23303,0.263158,0.547818,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,george-russell,George Russell,williams,DNF,51,13,1,16,912.985308,912.030099,-0.955209,0.210526,0.22963,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,max-verstappen,Max Verstappen,red-bull,DNF,50,3,1,17,1343.075236,1313.821813,-29.253422,0.157895,0.742963,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,kevin-magnussen,Kevin Magnussen,haas,DNF,47,17,1,18,959.917642,951.20795,-8.709691,0.105263,0.279457,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,esteban-ocon,Esteban Ocon,renault,DNF,27,12,1,19,1108.18896,1087.743658,-20.445302,0.052632,0.461538,50.0,20
2020,13,2020-11-01,emilia-romagna,Formula 1 Emirates Gran Premio dell'Emilia Romagna 2020,pierre-gasly,Pierre Gasly,alphatauri,DNF,8,4,1,20,1157.65485,1131.373705,-26.281145,0.0,0.525623,50.0,20
