Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Gerhard Berger,3,Jean Alesi,2
Williams,2,6,David Coulthard,4,Damon Hill,1
McLaren,3,4,Nigel Mansell,10,Mika Häkkinen,5
Ligier,4,3,Aguri Suzuki,11,Olivier Panis,9
Minardi,5,2,Luca Badoer,14,Pierluigi Martini,12
Sauber,6,1,,,Heinz-Harald Frentzen,6
Benetton,7,0,,,Johnny Herbert,7
Jordan,8,0,,,Eddie Irvine,8
Footwork,9,0,,,Gianni Morbidelli,13
