Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ferrari,1,9,Jody Scheckter,2,Gilles Villeneuve,1
Lotus,2,6,Carlos Reutemann,5,Mario Andretti,4
Brabham,3,4,Nelson Piquet,7,Niki Lauda,6
Arrows,4,3,Jochen Mass,12,Riccardo Patrese,11
Tyrrell,5,2,,,Jean-Pierre Jarier,3
Wolf,6,1,,,James Hunt,8
Williams,7,0,,,Clay Regazzoni,9
McLaren,8,0,,,Patrick Tambay,10
Fittipaldi,9,0,,,Emerson Fittipaldi,13
