Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Ligier,1,9,Patrick Depailler,4,Jacques Laffite,1
Lotus,2,6,Mario Andretti,5,Carlos Reutemann,2
Williams,3,4,Clay Regazzoni,10,Alan Jones,9
McLaren,4,3,,,John Watson,3
Fittipaldi,5,2,,,Emerson Fittipaldi,6
Shadow,6,1,,,Elio de Angelis,7
Arrows,7,0,,,Jochen Mass,8
Ensign,8,0,,,Derek Daly,11
Ferrari,9,0,,,Gilles Villeneuve,12
